Gene,Capacity,Entropy,Info,lnC,IE
>sp|Q9H9K5|MER34_HUMAN,563,328.09552212608186417012,234.90447787391813582988,6.33327962813969038200,.71596368140510037256
>sp|P31689|DNJA1_HUMAN,397,314.24427801348413543232,82.75572198651586456768,5.98393628068719041308,.26334838142371788652
>sp|P08246|ELNE_HUMAN,267,133.61357737783963106281,133.38642262216036893719,5.58724865840024952971,.99829991262761491865
>sp|P10144|GRAB_HUMAN,247,169.88342112040312711738,77.11657887959687288262,5.50938833662797719606,.45393822640845742625
>sp|P25685|DNJB1_HUMAN,340,286.80684416960066391322,53.19315583039933608678,5.82894561761020707368,.18546682867492534037
>sp|P63244|RACK1_HUMAN,317,184.48907735152244634059,132.51092264847755365941,5.75890177387728061419,.71825890481306612170
>sp|O60271|JIP4_HUMAN,1321,1065.75006419184534265021,255.24993580815465734979,7.18614430452232531882,.23950262297352974363
>sp|Q96B97|SH3K1_HUMAN,665,594.38595305334923270759,70.61404694665076729241,6.49978704065585413971,.11880167521440869090
>sp|Q9UBS4|DJB11_HUMAN,358,263.27995279615942102897,94.72004720384057897103,5.88053298640070030559,.35976931094778858309
>sp|Q6P2E9|EDC4_HUMAN,1401,1113.54876494213490239949,287.45123505786509760051,7.24494154633700700292,.25813978166713011554
>sp|O95298|NDUC2_HUMAN,119,72.83674415738420355179,46.16325584261579644821,4.77912349311152938535,.63379076559033365889
>sp|Q05086|UBE3A_HUMAN,875,560.88253701874654764453,314.11746298125345235547,6.77422388635761442890,.56004143871349413904
>sp|P29320|EPHA3_HUMAN,983,609.14133829517656167755,373.85866170482343832245,6.89060912014716655205,.61374698809828551257
>sp|Q9NYL2|M3K20_HUMAN,800,585.41419970423899090041,214.58580029576100909959,6.68461172766792729628,.36655380140108205658
>sp|P61916|NPC2_HUMAN,151,102.46970616473755703799,48.53029383526244296201,5.01727983681492432879,.47360625546482689663
>sp|O95905|ECD_HUMAN,644,467.64315574451817248333,176.35684425548182751667,6.46769872610435361474,.37711841195389744695
>sp|O43166|SI1L1_HUMAN,1804,1515.58299470042108100139,288.41700529957891899861,7.49776170062256896676,.19030103023595160878
>sp|O95273|CCDB1_HUMAN,360,241.02055296531789936535,118.97944703468210063465,5.88610403145015568564,.49364855225356183379
>sp|Q9UDY4|DNJB4_HUMAN,337,279.19123615280333424359,57.80876384719666575641,5.82008293035236172450,.20705794581445071311
>sp|P15822|ZEP1_HUMAN,2718,2495.62002282619800572634,222.37997717380199427366,7.90765159471108902100,.08910810746019133100
>sp|Q6FHJ7|SFRP4_HUMAN,346,222.35664880235859777884,123.64335119764140222116,5.84643877505772425635,.55605870957131407974
>sp|P22897|MRC1_HUMAN,1456,883.86934787105015206963,572.13065212894984793037,7.28344822875663127882,.64730228908494672639
>sp|Q12802|AKP13_HUMAN,2813,2456.78117495181614752607,356.21882504818385247393,7.94200680848985684929,.14499412022528633539
>sp|Q06141|REG3A_HUMAN,175,126.85855604702390045051,48.14144395297609954949,5.16478597392351405430,.37948913698127732235
>sp|O75326|SEM7A_HUMAN,666,450.26505499647933728963,215.73494500352066271037,6.50128967054038913657,.47912877672731567749
>sp|Q8N6Q3|CD177_HUMAN,437,314.04021432532944848283,122.95978567467055151717,6.07993319509559015081,.39154152896893186373
>sp|P61513|RL37A_HUMAN,92,61.62931550614940829091,30.37068449385059170909,4.52178857704904030964,.49279607025361473419
>sp|P17812|PYRG1_HUMAN,591,375.79767253849610735465,215.20232746150389264535,6.38181601740609819817,.57265476395269295707
>sp|Q02878|RL6_HUMAN,288,228.65854721824404408671,59.34145278175595591329,5.66296048013594592987,.25951994143091128089
>sp|P61026|RAB10_HUMAN,200,123.60884190233729318709,76.39115809766270681291,5.29831736654803667745,.61800723089064264360
>sp|Q15771|RAB30_HUMAN,203,117.58168607085559162458,85.41831392914440837542,5.31320597904178733228,.72645933889458518333
>sp|Q53S08|RAB6D_HUMAN,254,164.84471855289361355286,89.15528144710638644714,5.53733426701853658246,.54084402721400620111
>sp|P61106|RAB14_HUMAN,215,137.32983950633887307513,77.67016049366112692487,5.37063802812766279807,.56557380954396314088
>sp|Q86YS6|RAB43_HUMAN,212,135.33062697506442595773,76.66937302493557404227,5.35658627467201245297,.56653379016017135067
>sp|P18433|PTPRA_HUMAN,802,514.30840315770204149170,287.69159684229795850830,6.68710860786651449526,.55937564907739467108
>sp|Q3MIT2|PUS10_HUMAN,529,337.61965618741329736985,191.38034381258670263015,6.27098843185829938161,.56685190066762913473
>sp|Q9H0K6|PUS7L_HUMAN,701,452.66742597742711937763,248.33257402257288062237,6.55250788703459009050,.54859828600734421796
>sp|Q96N64|PWP2A_HUMAN,755,678.67175484763279861436,76.32824515236720138564,6.62671774924902470339,.11246710152171206667
>sp|P61927|RL37_HUMAN,97,93.92902646853646698598,3.07097353146353301402,4.57471097850338282211,.03269461684980011126
>sp|Q96HA9|PX11C_HUMAN,241,128.42622087462795488168,112.57377912537204511832,5.48479693349065499546,.87656382286035376114
>sp|I3L0S3|PYAS1_HUMAN,204,181.23863858632843024268,22.76136141367156975732,5.31811999384421639047,.12558779734394094091
>sp|P11216|PYGB_HUMAN,843,466.61801438018488319084,376.38198561981511680916,6.73696695800185545650,.80661692009419841485
>sp|P18124|RL7_HUMAN,248,162.65441857915810254885,85.34558142084189745115,5.51342874616498217418,.52470496754016705560
>sp|Q8WUD1|RAB2B_HUMAN,216,136.93735967055312086145,79.06264032944687913855,5.37527840768416500243,.57736355162431566775
>sp|Q9BZG1|RAB34_HUMAN,259,146.90885868562212614638,112.09114131437787385362,5.55682806169953774947,.76299783632685835095
>sp|O95755|RAB36_HUMAN,333,223.10861078542884697269,109.89138921457115302731,5.80814248998044382715,.49254660690912304765
>sp|Q9H0T7|RAB17_HUMAN,212,146.29613700749417530657,65.70386299250582469343,5.35658627467201245297,.44911550186140645934
>sp|Q8TD07|RAE1E_HUMAN,263,141.62750184478539673543,121.37249815521460326457,5.57215403217776455108,.85698396550290796962
>sp|Q9Y5P3|RAI2_HUMAN,530,466.85184455424454737236,63.14815544575545262764,6.27287700654616751816,.13526380195852075917
>sp|P11233|RALA_HUMAN,206,150.84355590826121904252,55.15644409173878095748,5.32787616878958108018,.36565330059762956667
>sp|Q96S59|RANB9_HUMAN,729,579.41200635105039022731,149.58799364894960977269,6.59167373200865814837,.25817206410858908905
>sp|P62834|RAP1A_HUMAN,184,113.46245829070048588618,70.53754170929951411382,5.21493575760898561905,.62168176833059902504
>sp|P10276|RARA_HUMAN,462,359.84354771236205933013,102.15645228763794066987,6.13556489108173884997,.28389129925235132841
>sp|P29373|RABP2_HUMAN,138,97.05577139126973991233,40.94422860873026008767,4.92725368515720469161,.42186289410516428984
>sp|Q15286|RAB35_HUMAN,201,125.34379302663740812363,75.65620697336259187637,5.30330490805907575106,.60358957668757103898
>sp|Q9ULW5|RAB26_HUMAN,256,174.55122417977889126202,81.44877582022110873798,5.54517744447956247533,.46661818731407468319
>sp|Q86UN2|R4RL1_HUMAN,441,286.65514119693632605180,154.34485880306367394820,6.08904487544684599300,.53843394595538222288
>sp|Q96E17|RAB3C_HUMAN,227,149.62923893708673179368,77.37076106291326820632,5.42495001748140267501,.51708316912207687102
>sp|P15153|RAC2_HUMAN,192,110.45404340657051358437,81.54595659342948641563,5.25749537202778154789,.73827950592326265977
>sp|A8MTL3|R212B_HUMAN,300,242.15161133699109042651,57.84838866300890957349,5.70378247465620105943,.23889326337169818892
>sp|P60763|RAC3_HUMAN,192,107.38216166513006379813,84.61783833486993620187,5.25749537202778154789,.78800647167775978564
>sp|P26374|RAE2_HUMAN,656,446.30105282449049520978,209.69894717550950479022,6.48616078894408904153,.46985985322775918915
>sp|P55895|RAG2_HUMAN,527,332.81647409668879622881,194.18352590331120377119,6.26720054854136232617,.58345527044703206614
>sp|Q96DA2|RB39B_HUMAN,213,117.39370808312106042656,95.60629191687893957344,5.36129216570942511272,.81440729216240909461
>sp|Q15907|RB11B_HUMAN,218,142.36929604964872613691,75.63070395035127386309,5.38449506278908900979,.53122903637857722440
>sp|Q8IZ41|RASEF_HUMAN,740,605.30776139961166331362,134.69223860038833668638,6.60665018619821543780,.22251860489769485520
>sp|P01116|RASK_HUMAN,189,120.77410789129025172515,68.22589210870974827485,5.24174701505964237929,.56490495603677258245
>sp|P50749|RASF2_HUMAN,326,248.93579841876056612172,77.06420158123943387828,5.78689738136670764348,.30957460546354123338
>sp|Q86WH2|RASF3_HUMAN,238,183.63009537712301783557,54.36990462287698216443,5.47227067367147469477,.29608384459648049061
>sp|O43374|RASL2_HUMAN,803,546.56009168501843132079,256.43990831498156867921,6.68835471394676167315,.46918886361495894388
>sp|Q5T8P6|RBM26_HUMAN,1007,907.06948363314271472450,99.93051636685728527550,6.91473089271856229415,.11016853523348539309
>sp|Q9BWF3|RBM4_HUMAN,364,273.46396363795561455525,90.53603636204438544475,5.89715386763674065999,.33107117719505757742
>sp|P42696|RBM34_HUMAN,430,363.23671480529585498204,66.76328519470414501796,6.06378520868760810749,.18380103792781786654
>sp|Q9Y580|RBM7_HUMAN,266,230.47215063863667443736,35.52784936136332556264,5.58349630878169907453,.15415246164413318529
>sp|O60894|RAMP1_HUMAN,148,57.64533284292759699078,90.35466715707240300922,4.99721227376411506320,1.56742380867626225997
>sp|P20338|RAB4A_HUMAN,218,136.54176509225151121271,81.45823490774848878729,5.38449506278908900979,.59658108896360744838
>sp|Q06609|RAD51_HUMAN,339,218.17555068395950638278,120.82444931604049361722,5.82600010738045025997,.55379463435415833198
>sp|O14807|RASM_HUMAN,208,137.03525637846965430791,70.96474362153034569209,5.33753807970131797372,.51785756087132039690
>sp|Q14088|RB33A_HUMAN,237,149.92320802286263545351,87.07679197713736454649,5.46806014113513118556,.58080928980560857186
>sp|P28749|RBL1_HUMAN,1068,703.65109009735519982442,364.34890990264480017558,6.97354301952014014854,.51779769125666316025
>sp|Q9UBK7|RBL2A_HUMAN,228,144.10544746943013041517,83.89455253056986958483,5.42934562895444077023,.58217474775453492623
>sp|P98175|RBM10_HUMAN,930,839.58869159143977982148,90.41130840856022017852,6.83518458614730162134,.10768523839594081251
>sp|Q6ZRY4|RBPS2_HUMAN,209,145.39637865815686168247,63.60362134184313831753,5.34233425196481100407,.43744983148020736862
>sp|P38159|RBMX_HUMAN,391,370.06867251766761906102,20.93132748233238093898,5.96870755998536577105,.05656065762046661430
>sp|Q15311|RBP1_HUMAN,655,552.12385277113789828304,102.87614722886210171696,6.48463523563525191875,.18632802533801329029
>sp|Q9Y5S9|RBM8A_HUMAN,174,146.31083412063206684208,27.68916587936793315792,5.15905529921452902799,.18924891000579250335
>sp|Q15434|RBMS2_HUMAN,407,353.18850400867411273682,53.81149599132588726318,6.00881318544259498843,.15235913791238320408
>sp|Q9H477|RBSK_HUMAN,322,189.37201244676338409923,132.62798755323661590077,5.77455154554440830532,.70035685759278312006
>sp|P0DJD4|RBY1C_HUMAN,496,472.21977719541030901821,23.78022280458969098179,6.20657592672492748359,.05035837962108296971
>sp|Q15415|RBY1F_HUMAN,496,471.07783162583024702272,24.92216837416975297728,6.20657592672492748359,.05290456629673255666
>sp|Q9UKL0|RCOR1_HUMAN,485,393.74155785177781404884,91.25844214822218595116,6.18414889093748319671,.23177244141086068405
>sp|P25800|RBTN1_HUMAN,156,79.67472600516670389689,76.32527399483329610311,5.04985600724953704628,.95796092213588278513
>sp|Q9P2K3|RCOR3_HUMAN,495,403.53871885146266439892,91.46128114853733560108,6.20455776256869030145,.22664809317145857193
>sp|Q14206|RCAN2_HUMAN,197,144.88945778032018595619,52.11054221967981404381,5.28320372873798850677,.35965723813177111364
>sp|Q9UKA8|RCAN3_HUMAN,241,191.79555601423381380620,49.20444398576618619380,5.48479693349065499546,.25654631946797846374
>sp|Q9NYR8|RDH8_HUMAN,311,184.05281496055645222607,126.94718503944354777393,5.73979291217923413419,.68973237419188095344
>sp|O95072|REC8_HUMAN,547,460.22833090843300479350,86.77166909156699520650,6.30444880242198120563,.18854047711554524045
